"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"01","61143","0000000",,2016,78,"B",1142,"1054",1032,3,"1",186,"179","2412.5","21","21","42","24","34","179","20","41","40","22","40","38","14","63","23","16","58","26"
"01","61143","0000000",,2016,78,"B",1142,"1054",1032,4,"1",150,"140","2440.5","17","20","37","20","42","137","14","49","37","16","47","37","13","63","24","14","53","33"
"01","61143","0000000",,2016,78,"B",1142,"1062",1037,4,"2",150,"140","2467.7","15","27","42","32","25","139","29","29","41","19","42","38","21","49","30","0","0","0"
"01","61143","0000000",,2016,78,"B",1142,"1062",1037,5,"2",150,"145","2501.1","18","19","37","35","28","142","25","31","44","18","45","37","15","51","34","0","0","0"
"01","61143","0000000",,2016,78,"B",1142,"1054",1032,5,"1",150,"141","2500.3","21","29","50","20","30","140","28","37","35","24","52","24","16","62","22","26","59","15"
"01","61143","0000000",,2016,78,"B",1142,"1054",1032,6,"1",125,"118","2524.4","15","35","50","24","26","116","16","50","35","23","44","32","16","73","11","30","59","11"
"01","61143","0000000",,2016,78,"B",1142,"1062",1037,6,"2",125,"119","2526.5","17","25","43","30","28","115","24","34","42","21","46","33","20","58","22","0","0","0"
"01","61143","0000000",,2016,78,"B",1142,"1062",1037,7,"2",184,"171","2526.1","16","24","41","24","35","170","23","36","41","21","48","31","26","48","26","0","0","0"
"01","61143","0000000",,2016,78,"B",1142,"1054",1032,7,"1",184,"169","2539.9","14","34","48","24","28","168","24","42","33","26","43","30","15","68","17","20","64","16"
"01","61143","0000000",,2016,78,"B",1142,"1054",1032,8,"1",165,"152","2533.3","10","26","36","28","36","152","17","43","40","15","49","36","11","66","23","15","56","29"
"01","61143","0000000",,2016,78,"B",1142,"1062",1037,8,"2",165,"154","2534.4","15","19","34","26","40","152","25","30","44","18","52","30","13","58","29","0","0","0"
"01","61143","0000000",,2016,78,"B",1142,"1062",1037,11,"2",182,"153","2551.2","10","17","27","22","52","139","20","26","54","15","44","41","16","53","31","0","0","0"
"01","61143","0000000",,2016,78,"B",1142,"1054",1032,11,"1",182,"155","2572.9","17","33","50","28","22","140","28","51","21","18","52","30","20","62","17","29","53","18"
"01","61143","0000000",,2016,78,"B",1142,"1054",1032,13,"1",1142,"1054","","16","28","44","24","31","1032","21","44","35","21","47","33","15","65","20","21","57","22"
"01","61143","0000000",,2016,78,"B",1142,"1062",1037,13,"2",1142,"1062","","16","24","40","28","32","1037","26","33","41","20","47","33","20","54","26","0","0","0"
"01","61143","0000000",,2016,79,"B",9,"8",6,4,"1",2,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"7",6,4,"2",2,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"7",6,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"8",6,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"8",6,7,"1",3,"3","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"7",6,7,"2",3,"3","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"7",6,8,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"8",6,8,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"8",6,11,"1",1,"1","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"7",6,11,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"7",6,13,"2",9,"7","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,79,"B",9,"8",6,13,"1",9,"8","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,80,"B",2051,"1866",1829,3,"2",308,"286","2508.7","55","34","89","10","1","284","70","28","2","61","35","4","63","35","1","0","0","0"
"01","61143","0000000",,2016,80,"B",2051,"1849",1819,3,"1",308,"282","2502.1","61","23","84","11","5","281","55","39","6","53","38","9","51","45","4","52","44","5"
"01","61143","0000000",,2016,80,"B",2051,"1849",1819,4,"1",294,"269","2530.4","52","26","79","14","7","266","47","45","8","48","44","8","35","61","4","42","51","7"
"01","61143","0000000",,2016,80,"B",2051,"1866",1829,4,"2",294,"274","2541.8","47","35","82","14","4","272","65","25","10","53","42","5","58","34","8","0","0","0"
"01","61143","0000000",,2016,80,"B",2051,"1866",1829,5,"2",273,"269","2584.1","58","23","81","14","6","266","68","23","9","53","41","6","49","42","9","0","0","0"
"01","61143","0000000",,2016,80,"B",2051,"1849",1819,5,"1",273,"264","2582.4","54","31","86","8","6","264","54","38","8","58","35","7","45","50","5","59","39","2"
"01","61143","0000000",,2016,80,"B",2051,"1849",1819,6,"1",321,"294","2604.5","51","35","86","9","5","291","52","38","10","58","38","5","39","59","3","58","41","1"
"01","61143","0000000",,2016,80,"B",2051,"1866",1829,6,"2",321,"296","2614.2","56","25","82","13","5","295","57","34","9","57","37","6","57","39","4","0","0","0"
"01","61143","0000000",,2016,80,"B",2051,"1866",1829,7,"2",288,"254","2623.1","48","31","79","16","4","250","61","29","10","53","40","7","57","40","3","0","0","0"
"01","61143","0000000",,2016,80,"B",2051,"1849",1819,7,"1",288,"250","2629.1","44","43","87","8","4","249","54","40","6","58","36","6","37","61","2","53","42","5"
"01","61143","0000000",,2016,80,"B",2051,"1849",1819,8,"1",243,"213","2639.8","39","45","85","10","5","209","60","34","6","49","40","11","42","54","5","51","45","3"
"01","61143","0000000",,2016,80,"B",2051,"1866",1829,8,"2",243,"215","2654.5","55","27","82","13","6","214","65","28","7","59","34","7","55","40","5","0","0","0"
"01","61143","0000000",,2016,80,"B",2051,"1866",1829,11,"2",324,"272","2674.3","39","31","70","17","13","248","53","30","17","45","44","11","51","40","9","0","0","0"
"01","61143","0000000",,2016,80,"B",2051,"1849",1819,11,"1",324,"277","2681.7","54","34","88","10","3","259","70","28","2","58","37","5","46","53","2","59","38","3"
"01","61143","0000000",,2016,80,"B",2051,"1849",1819,13,"1",2051,"1849","","51","34","85","10","5","1819","56","37","7","55","38","7","42","54","3","53","43","4"
"01","61143","0000000",,2016,80,"B",2051,"1866",1829,13,"2",2051,"1866","","51","30","81","14","5","1829","63","28","9","55","39","6","56","39","5","0","0","0"
"01","61143","0000000",,2016,90,"B",305,"286",277,3,"2",45,"45","2402.0","9","20","29","44","27","45","18","47","36","16","49","36","13","60","27","0","0","0"
"01","61143","0000000",,2016,90,"B",305,"283",277,3,"1",45,"44","2365.7","9","11","20","20","59","44","0","41","59","9","36","55","7","57","36","2","52","45"
"01","61143","0000000",,2016,90,"B",305,"283",277,4,"1",42,"38","2378.6","3","8","11","16","73","37","3","23","74","6","31","64","6","56","39","9","34","57"
"01","61143","0000000",,2016,90,"B",305,"286",277,4,"2",42,"40","2424.3","3","15","18","44","38","39","5","28","67","8","36","56","8","33","59","0","0","0"
"01","61143","0000000",,2016,90,"B",305,"286",277,5,"2",41,"40","2457.4","10","13","23","35","43","40","10","35","55","10","33","58","5","40","55","0","0","0"
"01","61143","0000000",,2016,90,"B",305,"283",277,5,"1",41,"40","2438.8","8","13","20","30","50","40","10","28","63","8","50","43","5","55","40","15","58","28"
"01","61143","0000000",,2016,90,"B",305,"283",277,6,"1",35,"34","2474.0","3","27","30","30","39","33","6","39","55","9","45","45","3","73","24","9","61","30"
"01","61143","0000000",,2016,90,"B",305,"286",277,6,"2",35,"35","2464.3","6","15","21","32","47","34","9","29","62","12","44","44","9","53","38","0","0","0"
"01","61143","0000000",,2016,90,"B",305,"286",277,7,"2",46,"43","2469.4","7","10","17","29","54","41","7","34","59","7","41","51","12","39","49","0","0","0"
"01","61143","0000000",,2016,90,"B",305,"283",277,7,"1",46,"43","2483.0","2","20","22","27","51","41","2","41","56","15","41","44","5","66","29","7","61","32"
"01","61143","0000000",,2016,90,"B",305,"283",277,8,"1",43,"42","2479.5","0","12","12","33","55","42","5","36","60","5","36","60","0","69","31","5","55","40"
"01","61143","0000000",,2016,90,"B",305,"286",277,8,"2",43,"41","2479.9","2","10","12","32","56","41","12","22","66","5","54","41","0","49","51","0","0","0"
"01","61143","0000000",,2016,90,"B",305,"286",277,11,"2",53,"42","2506.6","0","14","14","22","65","37","3","32","65","0","51","49","0","51","49","0","0","0"
"01","61143","0000000",,2016,90,"B",305,"283",277,11,"1",53,"42","2528.9","0","38","38","30","33","40","5","69","26","3","52","45","15","67","18","11","71","18"
"01","61143","0000000",,2016,90,"B",305,"283",277,13,"1",305,"283","","4","18","22","27","52","277","4","40","56","8","41","51","6","63","31","8","56","36"
"01","61143","0000000",,2016,90,"B",305,"286",277,13,"2",305,"286","","5","14","19","34","47","277","9","33","58","8","44","48","7","47","47","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"431",418,3,"1",76,"73","2385.2","11","10","21","38","41","73","11","36","53","9","56","36","4","74","22","7","55","38"
"01","61143","0000000",,2016,91,"B",474,"434",425,3,"2",76,"73","2406.7","10","30","40","23","37","73","21","40","39","23","37","40","18","61","21","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"434",425,4,"2",64,"61","2425.5","8","20","28","28","43","60","14","31","56","8","47","44","10","42","47","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"431",418,4,"1",64,"59","2401.4","7","9","16","24","60","58","7","40","53","7","43","50","2","64","34","7","40","53"
"01","61143","0000000",,2016,91,"B",474,"431",418,5,"1",59,"59","2443.2","5","14","19","31","51","59","12","29","59","9","53","38","5","47","47","10","58","32"
"01","61143","0000000",,2016,91,"B",474,"434",425,5,"2",59,"59","2447.5","5","10","15","29","56","59","12","22","66","8","31","61","3","42","54","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"434",425,6,"2",57,"51","2462.1","4","22","26","20","54","50","10","24","65","8","34","58","2","58","40","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"431",418,6,"1",57,"50","2459.6","2","27","29","24","47","49","6","41","53","6","41","53","6","63","31","12","61","27"
"01","61143","0000000",,2016,91,"B",474,"431",418,7,"1",66,"60","2504.5","5","17","22","40","38","60","7","45","48","12","45","43","15","67","18","8","60","32"
"01","61143","0000000",,2016,91,"B",474,"434",425,7,"2",66,"61","2487.5","7","19","25","29","46","59","14","34","53","3","51","46","12","54","34","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"434",425,8,"2",68,"63","2506.8","6","17","24","22","54","63","13","39","48","10","40","51","8","56","35","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"431",418,8,"1",68,"63","2480.9","0","18","18","24","58","62","7","33","61","3","39","57","5","56","39","5","57","38"
"01","61143","0000000",,2016,91,"B",474,"431",418,11,"1",84,"67","2546.9","11","35","46","21","33","57","15","60","25","13","52","35","11","70","19","27","44","29"
"01","61143","0000000",,2016,91,"B",474,"434",425,11,"2",84,"66","2531.9","11","16","28","15","57","61","20","20","61","16","38","46","15","51","34","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"434",425,13,"2",474,"434","","8","20","27","24","49","425","15","30","55","12","40","49","10","52","37","0","0","0"
"01","61143","0000000",,2016,91,"B",474,"431",418,13,"1",474,"431","","6","18","24","29","47","418","9","40","51","8","47","44","7","63","30","10","54","36"
"01","61143","0000000",,2016,92,"B",823,"766",743,3,"2",87,"84","2411.7","11","23","33","40","26","84","18","43","39","13","57","30","14","63","23","0","0","0"
"01","61143","0000000",,2016,92,"B",823,"772",740,3,"1",87,"84","2386.9","10","14","24","29","47","83","10","45","46","11","35","54","11","64","25","11","54","35"
"01","61143","0000000",,2016,92,"B",823,"772",740,4,"1",130,"124","2421.2","9","16","25","28","47","122","10","47","43","11","44","45","8","63","29","10","55","35"
"01","61143","0000000",,2016,92,"B",823,"766",743,4,"2",130,"124","2435.3","5","24","29","32","39","124","13","33","54","8","44","48","11","49","40","0","0","0"
"01","61143","0000000",,2016,92,"B",823,"766",743,5,"2",111,"109","2460.9","9","11","21","36","43","107","16","25","59","11","36","52","5","44","51","0","0","0"
"01","61143","0000000",,2016,92,"B",823,"772",740,5,"1",111,"109","2463.0","9","25","35","24","42","106","11","40","49","17","44","39","9","60","30","13","65","22"
"01","61143","0000000",,2016,92,"B",823,"772",740,6,"1",105,"101","2507.2","12","33","45","25","30","100","16","47","37","23","41","36","14","71","16","23","62","14"
"01","61143","0000000",,2016,92,"B",823,"766",743,6,"2",105,"100","2511.4","19","17","35","28","36","96","20","31","49","19","43","39","23","43","34","0","0","0"
"01","61143","0000000",,2016,92,"B",823,"766",743,7,"2",106,"95","2509.3","9","28","38","25","37","95","16","43","41","19","40","41","22","44","34","0","0","0"
"01","61143","0000000",,2016,92,"B",823,"772",740,7,"1",106,"97","2530.8","14","30","44","26","30","96","23","36","41","21","53","26","17","70","14","18","58","24"
"01","61143","0000000",,2016,92,"B",823,"772",740,8,"1",133,"124","2518.6","6","23","28","38","34","120","12","45","44","11","43","46","11","61","28","15","54","31"
"01","61143","0000000",,2016,92,"B",823,"766",743,8,"2",133,"121","2514.6","8","12","19","38","42","118","14","40","46","9","56","35","8","58","35","0","0","0"
"01","61143","0000000",,2016,92,"B",823,"766",743,11,"2",151,"133","2537.1","5","18","24","22","55","119","10","29","61","9","46","45","13","56","31","0","0","0"
"01","61143","0000000",,2016,92,"B",823,"772",740,11,"1",151,"133","2564.2","14","29","43","32","25","113","24","50","26","16","50","35","15","67","18","26","51","23"
"01","61143","0000000",,2016,92,"B",823,"772",740,13,"1",823,"772","","10","24","35","29","36","740","15","44","41","15","45","40","12","65","23","17","57","26"
"01","61143","0000000",,2016,92,"B",823,"766",743,13,"2",823,"766","","9","19","28","32","41","743","15","34","51","12","46","42","13","51","36","0","0","0"
"01","61143","0000000",,2016,93,"B",1274,"1176",1149,3,"2",189,"177","2478.9","37","41","78","15","7","174","58","34","7","44","47","9","51","40","10","0","0","0"
"01","61143","0000000",,2016,93,"B",1274,"1169",1145,3,"1",189,"175","2473.7","45","28","74","16","10","172","44","43","13","42","44","15","33","59","9","37","53","10"
"01","61143","0000000",,2016,93,"B",1274,"1169",1145,4,"1",188,"180","2493.0","37","28","65","13","22","178","34","46","20","35","44","21","27","61","12","30","56","14"
"01","61143","0000000",,2016,93,"B",1274,"1176",1149,4,"2",188,"182","2506.4","31","31","62","24","14","181","47","31","22","36","46","17","39","43","19","0","0","0"
"01","61143","0000000",,2016,93,"B",1274,"1176",1149,5,"2",178,"176","2547.2","38","27","65","20","15","176","48","34","18","35","45","19","36","43","22","0","0","0"
"01","61143","0000000",,2016,93,"B",1274,"1169",1145,5,"1",178,"172","2546.4","34","38","72","15","13","172","41","45","15","45","41","14","27","61","12","45","49","6"
"01","61143","0000000",,2016,93,"B",1274,"1169",1145,6,"1",172,"156","2566.6","31","38","68","18","13","152","34","45","21","41","46","13","29","63","8","42","55","3"
"01","61143","0000000",,2016,93,"B",1274,"1176",1149,6,"2",172,"156","2576.2","35","33","68","19","13","156","42","38","20","39","47","14","37","51","12","0","0","0"
"01","61143","0000000",,2016,93,"B",1274,"1176",1149,7,"2",206,"192","2563.9","26","32","59","23","18","188","37","34","28","35","47","19","33","50","17","0","0","0"
"01","61143","0000000",,2016,93,"B",1274,"1169",1145,7,"1",206,"186","2569.8","20","43","63","17","19","185","30","48","22","37","45","18","20","68","11","33","50","17"
"01","61143","0000000",,2016,93,"B",1274,"1169",1145,8,"1",161,"141","2563.6","17","32","50","24","27","139","28","47","25","25","43","32","22","62","17","31","46","23"
"01","61143","0000000",,2016,93,"B",1274,"1176",1149,8,"2",161,"143","2580.0","30","18","48","24","28","139","39","29","33","33","42","25","33","48","19","0","0","0"
"01","61143","0000000",,2016,93,"B",1274,"1176",1149,11,"2",180,"150","2646.6","29","30","59","21","20","135","41","34","25","35","46","20","40","44","16","0","0","0"
