"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"01","61143","6090294",,2015,78,"B",506,490,187,13,"2",506,184,"","15","20","35","30","35",184,"19","35","46","20","46","35","15","62","23","0","0","0"
"01","61143","6090294",,2015,80,"B",506,490,106,6,"1",176,28,"2583.5","25","57","82","11","7",28,"54","32","14","32","61","7","39","57","4","29","68","4"
"01","61143","6090294",,2015,80,"B",506,490,106,6,"2",176,29,"2587.6","31","38","69","28","3",29,"41","45","14","45","45","10","34","59","7","0","0","0"
"01","61143","6090294",,2015,80,"B",506,490,106,7,"2",177,43,"2654.5","70","19","88","9","2",43,"74","19","7","70","28","2","70","30","0","0","0","0"
"01","61143","6090294",,2015,80,"B",506,490,106,7,"1",177,43,"2617.0","47","37","84","7","9",43,"63","28","9","58","28","14","35","63","2","51","40","9"
"01","61143","6090294",,2015,80,"B",506,490,106,8,"1",153,34,"2645.2","47","35","82","9","9",34,"56","35","9","53","35","12","44","50","6","56","35","9"
"01","61143","6090294",,2015,80,"B",506,490,106,8,"2",153,34,"2671.1","62","21","82","12","6",34,"68","26","6","65","32","3","59","35","6","0","0","0"
"01","61143","6090294",,2015,80,"B",506,490,106,13,"2",506,106,"","57","25","81","15","4",106,"63","28","8","61","34","5","57","40","4","0","0","0"
"01","61143","6090294",,2015,80,"B",506,490,106,13,"1",506,105,"","41","42","83","9","9",105,"58","31","10","50","39","11","39","57","4","47","46","8"
"01","61143","6090294",,2015,90,"B",506,490,63,6,"1",176,25,"2457.5","0","24","24","16","60",25,"4","36","60","4","32","64","20","44","36","12","56","32"
"01","61143","6090294",,2015,90,"B",506,490,63,6,"2",176,25,"2452.5","4","12","16","32","52",25,"4","20","76","0","44","56","4","52","44","0","0","0"
"01","61143","6090294",,2015,90,"B",506,490,63,7,"2",177,21,"2459.2","5","5","10","33","57",21,"5","33","62","5","48","48","5","62","33","0","0","0"
"01","61143","6090294",,2015,90,"B",506,490,63,7,"1",177,21,"2453.5","5","24","29","5","67",21,"10","19","71","5","29","67","0","52","48","5","52","43"
"01","61143","6090294",,2015,90,"B",506,490,63,8,"2",153,16,"2543.1","13","6","19","44","38",16,"19","50","31","6","69","25","13","75","13","0","0","0"
"01","61143","6090294",,2015,90,"B",506,490,63,8,"1",153,16,"2520.6","6","13","19","44","38",16,"6","38","56","0","69","31","13","63","25","6","69","25"
"01","61143","6090294",,2015,90,"B",506,490,63,13,"2",506,62,"","6","8","15","35","50",62,"8","32","60","3","52","45","6","61","32","0","0","0"
"01","61143","6090294",,2015,90,"B",506,490,63,13,"1",506,62,"","3","21","24","19","56",62,"6","31","63","3","40","56","11","52","37","8","58","34"
"01","61143","6090294",,2015,91,"B",506,490,59,6,"2",176,22,"2471.0","0","14","14","50","36",22,"5","27","68","9","45","45","0","68","32","0","0","0"
"01","61143","6090294",,2015,91,"B",506,490,59,6,"1",176,22,"2477.1","0","27","27","36","36",22,"0","50","50","9","36","55","5","64","32","9","73","18"
"01","61143","6090294",,2015,91,"B",506,490,59,7,"1",177,26,"2465.8","0","16","16","28","56",25,"12","28","60","4","32","64","4","56","40","8","40","52"
"01","61143","6090294",,2015,91,"B",506,490,59,7,"2",177,26,"2470.2","4","8","12","27","62",26,"4","35","62","4","42","54","8","54","38","0","0","0"
"01","61143","6090294",,2015,91,"B",506,490,59,8,"2",153,11,"2558.6","18","27","45","27","27",11,"18","55","27","18","45","36","18","73","9","0","0","0"
"01","61143","6090294",,2015,91,"B",506,490,59,8,"1",153,11,"2535.3","0","18","18","64","18",11,"0","73","27","18","64","18","0","91","9","18","64","18"
"01","61143","6090294",,2015,91,"B",506,490,59,13,"1",506,59,"","0","21","21","38","41",58,"5","45","50","9","40","52","3","66","31","10","57","33"
"01","61143","6090294",,2015,91,"B",506,490,59,13,"2",506,59,"","5","14","19","36","46",59,"7","36","58","8","44","47","7","63","31","0","0","0"
"01","61143","6090294",,2015,92,"B",506,490,92,6,"2",176,29,"2508.0","14","24","38","21","41",29,"17","31","52","14","48","38","10","48","41","0","0","0"
"01","61143","6090294",,2015,92,"B",506,490,92,6,"1",176,29,"2503.1","10","31","41","24","34",29,"24","34","41","21","45","34","7","72","21","28","48","24"
"01","61143","6090294",,2015,92,"B",506,490,92,7,"1",177,25,"2459.1","0","20","20","8","72",25,"8","32","60","8","28","64","4","44","52","8","36","56"
"01","61143","6090294",,2015,92,"B",506,490,92,7,"2",177,25,"2511.1","12","12","24","32","44",25,"12","24","64","8","64","28","8","68","24","0","0","0"
"01","61143","6090294",,2015,92,"B",506,490,92,8,"2",153,37,"2552.4","19","16","35","35","30",37,"22","41","38","22","62","16","16","68","16","0","0","0"
"01","61143","6090294",,2015,92,"B",506,490,92,8,"1",153,37,"2526.7","5","27","32","38","30",37,"14","54","32","11","43","46","5","68","27","19","51","30"
"01","61143","6090294",,2015,92,"B",506,490,92,13,"1",506,91,"","5","26","32","25","43",91,"15","42","43","13","39","47","5","63","32","19","46","35"
"01","61143","6090294",,2015,92,"B",506,490,92,13,"2",506,91,"","15","18","33","30","37",91,"18","33","49","15","58","26","12","62","26","0","0","0"
"01","61143","6090294",,2015,93,"B",506,490,100,6,"2",176,38,"2496.9","11","26","37","26","37",38,"11","53","37","16","45","39","18","53","29","0","0","0"
"01","61143","6090294",,2015,93,"B",506,490,100,6,"1",176,38,"2518.6","11","47","58","16","26",38,"24","58","18","16","51","32","16","63","21","11","76","13"
"01","61143","6090294",,2015,93,"B",506,490,100,7,"1",177,34,"2528.1","24","18","41","21","38",34,"24","44","32","24","35","41","18","62","21","26","35","38"
"01","61143","6090294",,2015,93,"B",506,490,100,7,"2",177,34,"2548.2","29","6","35","35","29",34,"29","26","44","29","47","24","26","56","18","0","0","0"
"01","61143","6090294",,2015,93,"B",506,490,100,8,"2",153,27,"2612.4","33","30","63","22","15",27,"44","33","22","41","52","7","33","56","11","0","0","0"
"01","61143","6090294",,2015,93,"B",506,490,100,8,"1",153,27,"2595.2","33","26","59","26","15",27,"41","44","15","44","33","22","7","81","11","33","44","22"
"01","61143","6090294",,2015,93,"B",506,490,100,13,"1",506,99,"","21","31","53","20","27",99,"28","49","22","27","41","33","14","68","18","22","54","24"
"01","61143","6090294",,2015,93,"B",506,490,100,13,"2",506,99,"","23","20","43","28","28",99,"26","38","35","27","47","25","25","55","20","0","0","0"
"01","61143","6090294",,2015,94,"B",506,490,150,6,"2",176,42,"2570.1","31","31","62","21","17",42,"40","31","29","43","36","21","33","48","19","0","0","0"
"01","61143","6090294",,2015,94,"B",506,490,150,6,"1",176,41,"2553.6","25","33","58","28","15",40,"38","43","20","30","50","20","25","58","18","28","60","13"
"01","61143","6090294",,2015,94,"B",506,490,150,7,"1",177,58,"2596.3","32","42","74","14","12",57,"44","42","14","46","39","16","32","63","5","44","46","11"
"01","61143","6090294",,2015,94,"B",506,490,150,7,"2",177,58,"2621.6","50","31","81","10","9",58,"62","28","10","60","33","7","53","45","2","0","0","0"
"01","61143","6090294",,2015,94,"B",506,490,150,8,"2",153,49,"2661.0","55","31","86","10","4",49,"69","24","6","53","41","6","49","47","4","0","0","0"
"01","61143","6090294",,2015,94,"B",506,490,150,8,"1",153,49,"2623.4","37","35","71","20","8",49,"43","47","10","47","41","12","35","61","4","45","47","8"
"01","61143","6090294",,2015,94,"B",506,490,150,13,"1",506,148,"","32","37","68","20","12",146,"42","44","14","42","42","16","31","61","8","40","50","10"
"01","61143","6090294",,2015,94,"B",506,490,150,13,"2",506,149,"","46","31","77","13","9",149,"58","28","14","53","36","11","46","46","7","0","0","0"
"01","61143","6090294",,2015,99,"B",506,490,427,6,"2",176,150,"2511.9","15","24","39","28","33",150,"19","33","47","20","45","35","17","51","31","0","0","0"
"01","61143","6090294",,2015,99,"B",506,490,427,6,"1",176,150,"2520.0","13","36","49","26","25",150,"23","47","30","19","47","34","17","63","20","22","64","14"
"01","61143","6090294",,2015,99,"B",506,490,427,7,"1",177,142,"2545.0","20","30","50","18","32",142,"29","39","32","27","39","34","19","62","19","28","46","26"
"01","61143","6090294",,2015,99,"B",506,490,427,7,"2",177,142,"2567.6","32","18","49","27","24",142,"37","32","32","35","45","20","32","54","13","0","0","0"
"01","61143","6090294",,2015,99,"B",506,490,427,8,"2",153,133,"2610.8","35","25","59","24","17",133,"44","35","21","35","53","11","32","60","8","0","0","0"
"01","61143","6090294",,2015,99,"B",506,490,427,8,"1",153,133,"2580.8","23","29","51","34","15",133,"28","51","21","31","49","20","17","70","13","30","52","18"
"01","61143","6090294",,2015,99,"B",506,490,427,13,"1",506,425,"","18","32","50","26","24",425,"26","46","28","26","45","29","18","65","17","27","54","19"
"01","61143","6090294",,2015,99,"B",506,490,427,13,"2",506,425,"","27","22","49","26","25",425,"33","33","34","30","48","22","27","55","18","0","0","0"
"01","61143","6090294",,2015,111,"B",506,490,231,6,"2",176,77,"2554.5","23","30","53","30","17",77,"30","40","30","32","43","25","27","53","19","0","0","0"
"01","61143","6090294",,2015,111,"B",506,490,231,6,"1",176,76,"2552.1","20","43","63","24","13",75,"35","47","19","29","55","16","20","67","13","27","61","12"
"01","61143","6090294",,2015,111,"B",506,490,231,7,"1",177,83,"2572.3","29","30","60","20","21",82,"39","41","20","40","29","30","24","67","9","38","45","17"
"01","61143","6090294",,2015,111,"B",506,490,231,7,"2",177,83,"2597.4","40","24","64","20","16",83,"48","29","23","47","39","14","42","52","6","0","0","0"
"01","61143","6090294",,2015,111,"B",506,490,231,8,"2",153,69,"2652.7","52","26","78","16","6",69,"61","30","9","54","42","4","45","49","6","0","0","0"
"01","61143","6090294",,2015,111,"B",506,490,231,8,"1",153,69,"2622.7","36","36","72","22","6",69,"42","51","7","47","41","12","29","65","6","43","48","9"
"01","61143","6090294",,2015,111,"B",506,490,231,13,"1",506,228,"","28","36","65","22","14",226,"38","46","15","39","41","20","24","66","9","36","51","13"
"01","61143","6090294",,2015,111,"B",506,490,231,13,"2",506,229,"","38","27","65","22","13",229,"46","33","21","44","41","15","38","52","10","0","0","0"
"01","61143","6090294",,2015,121,"B",506,490,26,6,"2",176,15,"2456.4","13","7","20","27","53",15,"13","13","73","13","33","53","13","27","60","0","0","0"
"01","61143","6090294",,2015,121,"B",506,490,26,6,"1",176,15,"2495.3","13","13","27","40","33",15,"13","40","47","13","40","47","13","60","27","33","47","20"
"01","61143","6090294",,2015,121,"B",506,490,26,7,"1",177,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,121,"B",506,490,26,7,"2",177,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,121,"B",506,490,26,8,"2",153,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,121,"B",506,490,26,8,"1",153,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,121,"B",506,490,26,13,"1",506,26,"","12","12","23","46","31",26,"12","35","54","12","50","38","12","58","31","23","54","23"
"01","61143","6090294",,2015,121,"B",506,490,26,13,"2",506,26,"","12","8","19","38","42",26,"12","27","62","12","38","50","12","50","38","0","0","0"
"01","61143","6090294",,2015,128,"B",506,490,63,6,"2",176,21,"2442.5","5","5","10","29","62",21,"5","24","71","10","19","71","5","43","52","0","0","0"
"01","61143","6090294",,2015,128,"B",506,490,63,6,"1",176,20,"2410.9","0","0","0","16","84",19,"0","21","79","0","21","79","0","42","58","0","42","58"
"01","61143","6090294",,2015,128,"B",506,490,63,7,"1",177,26,"2391.0","0","4","4","8","88",24,"0","17","83","0","8","92","0","25","75","0","21","79"
"01","61143","6090294",,2015,128,"B",506,490,63,7,"2",177,26,"2423.1","0","4","4","19","77",26,"0","15","85","0","42","58","0","58","42","0","0","0"
"01","61143","6090294",,2015,128,"B",506,490,63,8,"2",153,14,"2463.4","7","7","14","36","50",14,"7","43","50","7","29","64","0","64","36","0","0","0"
"01","61143","6090294",,2015,128,"B",506,490,63,8,"1",153,14,"2473.9","0","7","7","29","64",14,"7","21","71","0","21","79","0","64","36","7","57","36"
"01","61143","6090294",,2015,128,"B",506,490,63,13,"1",506,60,"","0","4","4","16","81",57,"2","19","79","0","16","84","0","40","60","2","37","61"
"01","61143","6090294",,2015,128,"B",506,490,63,13,"2",506,61,"","3","5","8","26","66",61,"3","25","72","5","31","64","2","54","44","0","0","0"
"01","61143","6090294",,2015,142,"B",506,490,51,6,"2",176,27,"2423.3","0","4","4","26","70",27,"0","11","89","0","33","67","0","48","52","0","0","0"
"01","61143","6090294",,2015,142,"B",506,490,51,6,"1",176,27,"2423.4","0","4","4","15","81",27,"0","15","85","0","4","96","0","56","44","7","56","37"
"01","61143","6090294",,2015,142,"B",506,490,51,7,"1",177,17,"2386.9","0","0","0","6","94",17,"0","6","94","0","6","94","0","29","71","0","18","82"
"01","61143","6090294",,2015,142,"B",506,490,51,7,"2",177,17,"2410.1","0","0","0","18","82",17,"0","12","88","0","29","71","0","53","47","0","0","0"
"01","61143","6090294",,2015,142,"B",506,490,51,8,"2",153,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,142,"B",506,490,51,8,"1",153,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,142,"B",506,490,51,13,"1",506,49,"","0","2","2","14","84",49,"0","14","86","0","6","94","0","45","55","4","41","55"
"01","61143","6090294",,2015,142,"B",506,490,51,13,"2",506,49,"","0","2","2","24","73",49,"0","14","86","0","29","71","0","51","49","0","0","0"
"01","61143","6090294",,2015,144,"B",506,490,46,6,"1",176,20,"2519.1","10","50","60","15","25",20,"20","65","15","20","50","30","5","75","20","10","80","10"
"01","61143","6090294",,2015,144,"B",506,490,46,6,"2",176,20,"2511.8","5","45","50","15","35",20,"15","40","45","20","55","25","20","55","25","0","0","0"
"01","61143","6090294",,2015,144,"B",506,490,46,7,"2",177,15,"2536.5","20","33","53","7","40",15,"27","27","47","33","53","13","20","47","33","0","0","0"
"01","61143","6090294",,2015,144,"B",506,490,46,7,"1",177,15,"2484.9","7","27","33","7","60",15,"0","53","47","13","27","60","20","53","27","20","20","60"
"01","61143","6090294",,2015,144,"B",506,490,46,8,"1",153,11,"2602.5","36","27","64","18","18",11,"45","45","9","55","27","18","18","73","9","45","45","9"
"01","61143","6090294",,2015,144,"B",506,490,46,8,"2",153,11,"2646.0","55","18","73","18","9",11,"64","27","9","45","55","0","45","45","9","0","0","0"
"01","61143","6090294",,2015,144,"B",506,490,46,13,"2",506,46,"","22","35","57","13","30",46,"30","33","37","30","54","15","26","50","24","0","0","0"
"01","61143","6090294",,2015,144,"B",506,490,46,13,"1",506,46,"","15","37","52","13","35",46,"20","57","24","26","37","37","13","67","20","22","52","26"
"01","61143","6090294",,2015,160,"B",506,490,51,6,"2",176,27,"2423.3","0","4","4","26","70",27,"0","11","89","0","33","67","0","48","52","0","0","0"
"01","61143","6090294",,2015,160,"B",506,490,51,6,"1",176,27,"2423.4","0","4","4","15","81",27,"0","15","85","0","4","96","0","56","44","7","56","37"
"01","61143","6090294",,2015,160,"B",506,490,51,7,"1",177,17,"2386.9","0","0","0","6","94",17,"0","6","94","0","6","94","0","29","71","0","18","82"
"01","61143","6090294",,2015,160,"B",506,490,51,7,"2",177,17,"2410.1","0","0","0","18","82",17,"0","12","88","0","29","71","0","53","47","0","0","0"
"01","61143","6090294",,2015,160,"B",506,490,51,8,"2",153,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,160,"B",506,490,51,8,"1",153,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,160,"B",506,490,51,13,"1",506,49,"","0","2","2","14","84",49,"0","14","86","0","6","94","0","45","55","4","41","55"
"01","61143","6090294",,2015,160,"B",506,490,51,13,"2",506,49,"","0","2","2","24","73",49,"0","14","86","0","29","71","0","51","49","0","0","0"
"01","61143","6090294",,2015,180,"B",506,490,295,6,"1",176,93,"2513.9","12","37","49","22","29",92,"26","45","29","20","48","33","16","54","29","16","66","17"
"01","61143","6090294",,2015,180,"B",506,490,295,6,"2",176,93,"2508.6","14","26","40","23","38",93,"20","34","45","19","42","39","18","46","35","0","0","0"
"01","61143","6090294",,2015,180,"B",506,490,295,7,"2",177,108,"2563.8","33","15","48","26","26",108,"37","27","36","34","45","20","34","52","14","0","0","0"
"01","61143","6090294",,2015,180,"B",506,490,295,7,"1",177,108,"2539.7","21","28","49","15","36",106,"30","40","30","27","33","40","22","58","21","29","39","32"
"01","61143","6090294",,2015,180,"B",506,490,295,8,"1",153,92,"2581.3","27","27","54","24","22",92,"32","46","23","36","34","30","20","66","14","35","46","20"
"01","61143","6090294",,2015,180,"B",506,490,295,8,"2",153,92,"2603.9","37","25","62","17","21",92,"46","30","24","38","49","13","34","54","12","0","0","0"
"01","61143","6090294",,2015,180,"B",506,490,295,13,"2",506,293,"","28","22","50","22","28",293,"34","30","35","31","45","24","29","51","20","0","0","0"
"01","61143","6090294",,2015,180,"B",506,490,295,13,"1",506,293,"","20","31","51","20","29",290,"29","43","28","27","38","34","19","59","21","27","50","23"
"01","61143","6090294",,2015,200,"B",506,490,84,6,"1",176,22,"2446.7","5","18","23","23","55",22,"9","45","45","9","27","64","5","36","59","9","59","32"
"01","61143","6090294",,2015,200,"B",506,490,84,6,"2",176,22,"2423.5","0","14","14","23","64",22,"5","32","64","0","27","73","0","41","59","0","0","0"
"01","61143","6090294",,2015,200,"B",506,490,84,7,"2",177,30,"2487.8","10","0","10","47","43",30,"10","30","60","7","57","37","7","70","23","0","0","0"
"01","61143","6090294",,2015,200,"B",506,490,84,7,"1",177,30,"2478.4","0","28","28","17","55",29,"10","38","52","7","41","52","7","45","48","10","38","52"
"01","61143","6090294",,2015,200,"B",506,490,84,8,"1",153,32,"2499.5","3","16","19","38","44",32,"9","41","50","6","35","58","0","72","28","13","50","38"
"01","61143","6090294",,2015,200,"B",506,490,84,8,"2",153,32,"2506.6","9","16","25","22","53",32,"16","28","56","9","56","34","13","63","25","0","0","0"
"01","61143","6090294",,2015,200,"B",506,490,84,13,"2",506,84,"","7","10","17","31","52",84,"11","30","60","6","49","45","7","60","33","0","0","0"
"01","61143","6090294",,2015,200,"B",506,490,84,13,"1",506,84,"","2","20","23","27","51",83,"10","41","49","7","35","57","4","53","43","11","48","41"
"01","61143","6090294",,2015,202,"B",506,490,16,6,"1",176,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,202,"B",506,490,16,6,"2",176,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,202,"B",506,490,16,7,"2",177,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,202,"B",506,490,16,7,"1",177,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
