"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"01","61143","6097729",,2015,7,"B",199,188,14,3,"1",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,7,"B",199,188,14,3,"2",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,7,"B",199,188,14,4,"2",72,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,7,"B",199,188,14,4,"1",72,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,7,"B",199,188,14,5,"1",58,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,7,"B",199,188,14,5,"2",58,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,7,"B",199,188,14,13,"2",199,14,"","50","21","71","29","0",14,"50","36","14","50","43","7","57","43","0","0","0","0"
"01","61143","6097729",,2015,7,"B",199,188,14,13,"1",199,14,"","71","14","86","7","7",14,"36","57","7","71","21","7","36","64","0","50","50","0"
"01","61143","6097729",,2015,8,"B",199,188,7,3,"2",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,8,"B",199,188,7,3,"1",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,8,"B",199,188,7,4,"1",72,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,8,"B",199,188,7,4,"2",72,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,8,"B",199,188,7,5,"2",58,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,8,"B",199,188,7,5,"1",58,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,8,"B",199,188,7,13,"1",199,7,"","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,8,"B",199,188,7,13,"2",199,7,"","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,31,"B",199,188,74,3,"1",69,26,"2412.8","12","31","42","27","31",26,"19","42","38","15","54","31","23","54","23","19","50","31"
"01","61143","6097729",,2015,31,"B",199,188,74,3,"2",69,26,"2441.4","27","19","46","35","19",26,"31","35","35","15","62","23","31","58","12","0","0","0"
"01","61143","6097729",,2015,31,"B",199,188,74,4,"2",72,26,"2484.0","31","15","46","35","19",26,"42","31","27","31","27","42","38","23","38","0","0","0"
"01","61143","6097729",,2015,31,"B",199,188,74,4,"1",72,26,"2449.0","28","28","56","12","32",25,"20","48","32","33","42","25","12","64","24","20","52","28"
"01","61143","6097729",,2015,31,"B",199,188,74,5,"1",58,21,"2456.9","10","29","38","24","38",21,"5","43","52","24","33","43","10","57","33","14","48","38"
"01","61143","6097729",,2015,31,"B",199,188,74,5,"2",58,21,"2450.3","10","19","29","19","52",21,"14","33","52","10","38","52","10","38","52","0","0","0"
"01","61143","6097729",,2015,31,"B",199,188,74,13,"2",199,73,"","23","18","41","30","29",73,"30","33","37","19","42","38","27","40","33","0","0","0"
"01","61143","6097729",,2015,31,"B",199,188,74,13,"1",199,73,"","17","29","46","21","33",72,"15","44","40","24","44","32","15","58","26","18","50","32"
"01","61143","6097729",,2015,74,"B",199,188,28,3,"1",69,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,74,"B",199,188,28,3,"2",69,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,74,"B",199,188,28,4,"2",72,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,74,"B",199,188,28,4,"1",72,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,74,"B",199,188,28,5,"1",58,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,74,"B",199,188,28,5,"2",58,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,74,"B",199,188,28,13,"2",199,26,"","4","15","19","35","46",26,"12","35","54","4","38","58","8","42","50","0","0","0"
"01","61143","6097729",,2015,74,"B",199,188,28,13,"1",199,26,"","4","12","15","23","62",26,"0","35","65","12","31","58","8","42","50","4","42","54"
"01","61143","6097729",,2015,76,"B",199,188,19,3,"2",69,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,76,"B",199,188,19,3,"1",69,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,76,"B",199,188,19,4,"1",72,7,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,76,"B",199,188,19,4,"2",72,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,76,"B",199,188,19,5,"2",58,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,76,"B",199,188,19,5,"1",58,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,76,"B",199,188,19,13,"1",199,19,"","24","35","59","35","6",17,"35","47","18","25","50","25","24","71","6","24","71","6"
"01","61143","6097729",,2015,76,"B",199,188,19,13,"2",199,19,"","42","37","79","16","5",19,"63","26","11","42","47","11","53","32","16","0","0","0"
"01","61143","6097729",,2015,77,"B",199,188,2,4,"2",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,77,"B",199,188,2,4,"1",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,77,"B",199,188,2,13,"1",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,77,"B",199,188,2,13,"2",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,78,"B",199,188,32,3,"2",69,13,"2464.9","31","38","69","23","8",13,"38","46","15","23","69","8","54","38","8","0","0","0"
"01","61143","6097729",,2015,78,"B",199,188,32,3,"1",69,13,"2439.0","23","38","62","15","23",13,"38","38","23","23","54","23","15","85","0","31","46","23"
"01","61143","6097729",,2015,78,"B",199,188,32,4,"1",72,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,78,"B",199,188,32,4,"2",72,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,78,"B",199,188,32,5,"2",58,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,78,"B",199,188,32,5,"1",58,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,78,"B",199,188,32,13,"1",199,32,"","25","38","63","13","25",32,"25","47","28","25","50","25","19","66","16","25","50","25"
"01","61143","6097729",,2015,78,"B",199,188,32,13,"2",199,32,"","25","31","56","22","22",32,"34","38","28","25","50","25","38","38","25","0","0","0"
"01","61143","6097729",,2015,79,"B",199,188,1,3,"1",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,79,"B",199,188,1,3,"2",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,79,"B",199,188,1,13,"2",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,79,"B",199,188,1,13,"1",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,80,"B",199,188,77,3,"1",69,22,"2483.7","52","29","81","5","14",21,"48","43","10","38","52","10","48","43","10","62","19","19"
"01","61143","6097729",,2015,80,"B",199,188,77,3,"2",69,23,"2499.5","48","35","83","9","9",23,"57","35","9","61","30","9","65","30","4","0","0","0"
"01","61143","6097729",,2015,80,"B",199,188,77,4,"2",72,28,"2547.6","54","29","82","18","0",28,"57","39","4","61","29","11","61","36","4","0","0","0"
"01","61143","6097729",,2015,80,"B",199,188,77,4,"1",72,28,"2547.6","61","32","93","7","0",28,"46","54","0","68","32","0","46","50","4","36","64","0"
"01","61143","6097729",,2015,80,"B",199,188,77,5,"1",58,25,"2569.4","60","24","84","4","12",25,"48","36","16","68","20","12","40","52","8","52","44","4"
"01","61143","6097729",,2015,80,"B",199,188,77,5,"2",58,26,"2571.2","58","23","81","12","8",26,"58","27","15","42","50","8","54","35","12","0","0","0"
"01","61143","6097729",,2015,80,"B",199,188,77,13,"2",199,77,"","53","29","82","13","5",77,"57","34","9","55","36","9","60","34","6","0","0","0"
"01","61143","6097729",,2015,80,"B",199,188,77,13,"1",199,75,"","58","28","86","5","8",74,"47","45","8","59","34","7","45","49","7","49","45","7"
"01","61143","6097729",,2015,90,"B",199,188,6,3,"2",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,90,"B",199,188,6,3,"1",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,90,"B",199,188,6,4,"1",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,90,"B",199,188,6,4,"2",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,90,"B",199,188,6,5,"2",58,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,90,"B",199,188,6,5,"1",58,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,90,"B",199,188,6,13,"1",199,6,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,90,"B",199,188,6,13,"2",199,6,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,91,"B",199,188,17,3,"1",69,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,91,"B",199,188,17,3,"2",69,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,91,"B",199,188,17,4,"2",72,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,91,"B",199,188,17,4,"1",72,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,91,"B",199,188,17,5,"1",58,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,91,"B",199,188,17,5,"2",58,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,91,"B",199,188,17,13,"2",199,17,"","0","24","24","29","47",17,"12","24","65","0","47","53","0","65","35","0","0","0"
"01","61143","6097729",,2015,91,"B",199,188,17,13,"1",199,17,"","0","24","24","35","41",17,"6","47","47","6","41","53","6","59","35","18","47","35"
"01","61143","6097729",,2015,92,"B",199,188,23,3,"2",69,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,92,"B",199,188,23,3,"1",69,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,92,"B",199,188,23,4,"1",72,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,92,"B",199,188,23,4,"2",72,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,92,"B",199,188,23,5,"2",58,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,92,"B",199,188,23,5,"1",58,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,92,"B",199,188,23,13,"1",199,23,"","9","4","13","39","48",23,"9","30","61","17","35","48","9","48","43","9","43","48"
"01","61143","6097729",,2015,92,"B",199,188,23,13,"2",199,23,"","13","13","26","30","43",23,"9","39","52","9","39","52","9","35","57","0","0","0"
"01","61143","6097729",,2015,93,"B",199,188,57,3,"2",69,18,"2480.3","44","28","72","11","17",18,"67","17","17","39","50","11","67","22","11","0","0","0"
"01","61143","6097729",,2015,93,"B",199,188,57,3,"1",69,18,"2445.4","33","33","67","6","28",18,"44","22","33","33","39","28","39","39","22","33","39","28"
"01","61143","6097729",,2015,93,"B",199,188,57,4,"1",72,27,"2528.9","52","41","93","0","7",27,"37","56","7","62","35","4","41","52","7","37","59","4"
"01","61143","6097729",,2015,93,"B",199,188,57,4,"2",72,27,"2535.6","44","41","85","15","0",27,"59","41","0","44","44","11","56","41","4","0","0","0"
"01","61143","6097729",,2015,93,"B",199,188,57,5,"2",58,11,"2540.3","36","27","64","27","9",11,"36","55","9","36","45","18","45","45","9","0","0","0"
"01","61143","6097729",,2015,93,"B",199,188,57,5,"1",58,11,"2550.4","45","45","91","0","9",11,"36","55","9","55","27","18","27","73","0","45","45","9"
"01","61143","6097729",,2015,93,"B",199,188,57,13,"1",199,56,"","45","39","84","2","14",56,"39","45","16","51","35","15","38","52","11","38","50","13"
"01","61143","6097729",,2015,93,"B",199,188,57,13,"2",199,56,"","43","34","77","16","7",56,"57","36","7","41","46","13","57","36","7","0","0","0"
"01","61143","6097729",,2015,94,"B",199,188,81,3,"1",69,30,"2467.2","45","28","72","14","14",29,"45","41","14","38","52","10","41","55","3","45","41","14"
"01","61143","6097729",,2015,94,"B",199,188,81,3,"2",69,31,"2492.2","45","35","81","13","6",31,"52","39","10","45","45","10","61","29","10","0","0","0"
"01","61143","6097729",,2015,94,"B",199,188,81,4,"2",72,25,"2557.1","60","32","92","8","0",25,"68","32","0","68","32","0","64","28","8","0","0","0"
"01","61143","6097729",,2015,94,"B",199,188,81,4,"1",72,25,"2553.7","65","30","96","4","0",23,"43","57","0","74","26","0","39","57","4","35","65","0"
"01","61143","6097729",,2015,94,"B",199,188,81,5,"1",58,23,"2582.0","61","26","87","4","9",23,"52","39","9","52","35","13","52","43","4","57","39","4"
"01","61143","6097729",,2015,94,"B",199,188,81,5,"2",58,24,"2571.7","58","21","79","13","8",24,"67","17","17","38","54","8","54","33","13","0","0","0"
"01","61143","6097729",,2015,94,"B",199,188,81,13,"2",199,80,"","54","30","84","11","5",80,"61","30","9","50","44","6","60","30","10","0","0","0"
"01","61143","6097729",,2015,94,"B",199,188,81,13,"1",199,78,"","56","28","84","8","8",75,"47","45","8","53","39","8","44","52","4","45","48","7"
"01","61143","6097729",,2015,99,"B",199,188,174,3,"1",69,59,"2449.7","34","28","62","16","22",58,"40","36","24","31","50","19","34","52","14","36","40","24"
"01","61143","6097729",,2015,99,"B",199,188,174,3,"2",69,60,"2475.7","38","30","68","20","12",60,"47","35","18","37","52","12","53","38","8","0","0","0"
"01","61143","6097729",,2015,99,"B",199,188,174,4,"2",72,64,"2531.2","45","31","77","19","5",64,"56","36","8","50","34","16","53","33","14","0","0","0"
"01","61143","6097729",,2015,99,"B",199,188,174,4,"1",72,64,"2520.0","50","34","84","6","10",62,"35","55","10","59","34","7","35","56","8","31","61","8"
"01","61143","6097729",,2015,99,"B",199,188,174,5,"2",58,50,"2528.1","36","24","60","16","24",50,"42","28","30","26","52","22","34","42","24","0","0","0"
"01","61143","6097729",,2015,99,"B",199,188,174,5,"1",58,49,"2532.7","41","24","65","16","18",49,"35","39","27","43","33","24","33","53","14","43","43","14"
"01","61143","6097729",,2015,99,"B",199,188,174,13,"2",199,174,"","40","29","69","18","13",174,"49","33","18","39","45","16","48","37","15","0","0","0"
"01","61143","6097729",,2015,99,"B",199,188,174,13,"1",199,172,"","42","29","71","12","17",169,"37","44","20","45","39","16","34","54","12","36","49","15"
"01","61143","6097729",,2015,111,"B",199,188,114,3,"2",69,38,"2488.5","42","37","79","11","11",38,"55","34","11","47","42","11","63","26","11","0","0","0"
"01","61143","6097729",,2015,111,"B",199,188,114,3,"1",69,37,"2466.2","47","25","72","8","19",36,"50","33","17","39","47","14","39","50","11","44","39","17"
"01","61143","6097729",,2015,111,"B",199,188,114,4,"1",72,40,"2552.1","62","36","97","3","0",39,"44","56","0","72","28","0","49","49","3","36","64","0"
"01","61143","6097729",,2015,111,"B",199,188,114,4,"2",72,40,"2551.6","53","40","93","8","0",40,"63","38","0","60","38","3","60","38","3","0","0","0"
"01","61143","6097729",,2015,111,"B",199,188,114,5,"2",58,35,"2553.9","51","23","74","11","14",35,"57","20","23","34","54","11","49","37","14","0","0","0"
"01","61143","6097729",,2015,111,"B",199,188,114,5,"1",58,34,"2552.7","53","21","74","12","15",34,"47","35","18","47","29","24","41","47","12","53","38","9"
"01","61143","6097729",,2015,111,"B",199,188,114,13,"1",199,111,"","54","28","82","7","11",109,"47","42","11","53","35","12","43","49","8","44","48","8"
"01","61143","6097729",,2015,111,"B",199,188,114,13,"2",199,113,"","49","34","82","10","8",113,"58","31","11","48","44","8","58","34","9","0","0","0"
"01","61143","6097729",,2015,120,"B",199,188,3,3,"2",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,120,"B",199,188,3,3,"1",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,120,"B",199,188,3,4,"1",72,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,120,"B",199,188,3,4,"2",72,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,120,"B",199,188,3,5,"2",58,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,120,"B",199,188,3,5,"1",58,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,120,"B",199,188,3,13,"1",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,120,"B",199,188,3,13,"2",199,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,121,"B",199,188,4,3,"2",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,121,"B",199,188,4,3,"1",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,121,"B",199,188,4,4,"1",72,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,121,"B",199,188,4,4,"2",72,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,121,"B",199,188,4,5,"2",58,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,121,"B",199,188,4,5,"1",58,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,121,"B",199,188,4,13,"1",199,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,121,"B",199,188,4,13,"2",199,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,128,"B",199,188,14,3,"1",69,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,128,"B",199,188,14,3,"2",69,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,128,"B",199,188,14,4,"2",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,128,"B",199,188,14,4,"1",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,128,"B",199,188,14,5,"1",58,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,128,"B",199,188,14,5,"2",58,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,128,"B",199,188,14,13,"2",199,12,"","17","8","25","8","67",12,"25","8","67","8","17","75","17","17","67","0","0","0"
"01","61143","6097729",,2015,128,"B",199,188,14,13,"1",199,12,"","0","17","17","17","67",12,"0","33","67","0","25","75","0","33","67","0","50","50"
"01","61143","6097729",,2015,142,"B",199,188,22,3,"2",69,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,142,"B",199,188,22,3,"1",69,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,142,"B",199,188,22,4,"1",72,6,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,142,"B",199,188,22,4,"2",72,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,142,"B",199,188,22,5,"2",58,11,"2448.5","0","27","27","18","55",11,"18","18","64","0","64","36","9","27","64","0","0","0"
"01","61143","6097729",,2015,142,"B",199,188,22,5,"1",58,11,"2435.3","0","18","18","36","45",11,"0","27","73","9","27","64","0","55","45","36","27","36"
"01","61143","6097729",,2015,142,"B",199,188,22,13,"1",199,22,"","0","33","33","38","29",21,"10","48","43","10","52","38","5","62","33","24","48","29"
"01","61143","6097729",,2015,142,"B",199,188,22,13,"2",199,22,"","5","27","32","36","32",22,"18","27","55","5","59","36","9","50","41","0","0","0"
"01","61143","6097729",,2015,144,"B",199,188,28,3,"1",69,11,"2461.2","36","36","73","9","18",11,"45","36","18","45","45","9","45","36","18","27","73","0"
"01","61143","6097729",,2015,144,"B",199,188,28,3,"2",69,11,"2474.9","45","18","64","18","18",11,"64","9","27","27","64","9","55","36","9","0","0","0"
"01","61143","6097729",,2015,144,"B",199,188,28,4,"2",72,11,"2536.5","45","45","91","0","9",11,"64","27","9","45","45","9","55","36","9","0","0","0"
"01","61143","6097729",,2015,144,"B",199,188,28,4,"1",72,11,"2529.2","64","27","91","0","9",11,"45","45","9","73","18","9","36","55","9","45","45","9"
"01","61143","6097729",,2015,144,"B",199,188,28,5,"1",58,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,144,"B",199,188,28,5,"2",58,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,144,"B",199,188,28,13,"2",199,28,"","46","29","75","7","18",28,"61","18","21","32","54","14","50","39","11","0","0","0"
"01","61143","6097729",,2015,144,"B",199,188,28,13,"1",199,28,"","50","29","79","11","11",28,"46","39","14","54","36","11","43","46","11","39","54","7"
"01","61143","6097729",,2015,160,"B",199,188,25,3,"1",69,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,160,"B",199,188,25,3,"2",69,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,160,"B",199,188,25,4,"1",72,6,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,160,"B",199,188,25,4,"2",72,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,160,"B",199,188,25,5,"2",58,12,"2446.2","0","25","25","17","58",12,"17","17","67","0","58","42","8","25","67","0","0","0"
"01","61143","6097729",,2015,160,"B",199,188,25,5,"1",58,11,"2435.3","0","18","18","36","45",11,"0","27","73","9","27","64","0","55","45","36","27","36"
"01","61143","6097729",,2015,160,"B",199,188,25,13,"1",199,23,"","0","36","36","36","27",22,"9","50","41","9","55","36","5","64","32","27","45","27"
"01","61143","6097729",,2015,160,"B",199,188,25,13,"2",199,25,"","8","24","32","32","36",25,"20","24","56","4","56","40","12","44","44","0","0","0"
"01","61143","6097729",,2015,180,"B",199,188,138,3,"2",69,53,"2473.3","38","32","70","17","13",53,"49","36","15","38","47","15","53","38","9","0","0","0"
"01","61143","6097729",,2015,180,"B",199,188,138,3,"1",69,53,"2445.2","34","25","58","15","26",53,"36","36","28","32","45","23","34","49","17","36","42","23"
"01","61143","6097729",,2015,180,"B",199,188,138,4,"1",72,46,"2515.3","50","33","83","4","13",46,"39","48","13","59","30","11","37","54","9","26","61","13"
"01","61143","6097729",,2015,180,"B",199,188,138,4,"2",72,46,"2524.1","41","35","76","15","9",46,"54","35","11","50","35","15","50","33","17","0","0","0"
"01","61143","6097729",,2015,180,"B",199,188,138,5,"2",58,37,"2533.1","49","19","68","8","24",37,"51","24","24","32","41","27","41","38","22","0","0","0"
"01","61143","6097729",,2015,180,"B",199,188,138,5,"1",58,37,"2535.4","46","24","70","11","19",37,"38","41","22","46","32","22","35","49","16","38","43","19"
"01","61143","6097729",,2015,180,"B",199,188,138,13,"1",199,136,"","43","27","70","10","20",136,"38","41","21","45","37","18","35","51","14","33","49","18"
"01","61143","6097729",,2015,180,"B",199,188,138,13,"2",199,136,"","42","29","71","14","15",136,"51","32","16","40","41","18","49","36","15","0","0","0"
"01","61143","6097729",,2015,200,"B",199,188,25,3,"1",69,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,200,"B",199,188,25,3,"2",69,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,200,"B",199,188,25,4,"2",72,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,200,"B",199,188,25,4,"1",72,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
